1.3305262595880420e+18, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00, 1.0000000000000000e+00
1.3305262602880399e+18,-7.4744780036400003e-03, 9.2341797567300002e-03,-2.5799708437500000e-03,-2.1512932064199999e-03,-4.4526696564600000e-04,-1.7419415516400000e-02, 9.9984585693899997e-01
1.3305262609880379e+18,-7.3137578436500003e-03, 1.2713479299700001e-02,-2.7573180612899999e-03,-1.5041528822900001e-03,-5.7590318997300001e-03,-3.2980805503900000e-02, 9.9943826099699995e-01
1.3305262615880358e+18,-9.4301094971400001e-03, 2.3191961059699999e-02,-2.8066642847700001e-03, 1.4960100570300000e-03,-9.1038673470800000e-03,-4.5924696745200000e-02, 9.9890229941800002e-01
1.3305262622880330e+18,-1.3809994128000000e-02, 3.4234400722799999e-02,-5.3383427736799997e-03, 5.7515277598500000e-04,-1.0654128589600000e-02,-6.2904164854600000e-02, 9.9796253676500002e-01
1.3305262629880310e+18,-1.5451387594900000e-02, 4.8752103211400000e-02,-8.2532938110199995e-03,-6.3780048564700004e-04,-1.2144399875800000e-02,-7.9716071060499993e-02, 9.9674342474699995e-01
1.3305262635880310e+18,-2.1666810199900001e-02, 7.7048691840000003e-02,-1.1874917791899999e-02, 1.1187334463900001e-03,-1.1195966626900001e-02,-9.7550193316399997e-02, 9.9516700033200001e-01
1.3305262642880279e+18,-1.8833446961300002e-02, 1.1660657248300001e-01,-1.8041260301499999e-02,-3.0234809495300002e-04,-1.4830044486099999e-02,-1.1166676113700000e-01, 9.9363499979799996e-01
1.3305262648880261e+18,-1.2556135857599999e-02, 1.4806137622900001e-01,-2.4057439922700000e-02,-2.5672819219500001e-03,-1.8949309086000000e-02,-1.0925407615799999e-01, 9.9382990475800004e-01
1.3305262655880230e+18,-7.4604707820499997e-03, 1.9713108583600000e-01,-2.9170879352900001e-02,-7.9661008229000001e-04,-1.6951345763899998e-02,-9.0257295801400003e-02, 9.9577388891399998e-01
1.3305262661880220e+18,-3.8214992813500001e-03, 2.2829016584900000e-01,-3.8944513963999998e-02,-8.2816101735700004e-03,-1.4889210520000000e-02,-2.3665171396399998e-02, 9.9957475258499995e-01
1.3305262668880189e+18, 9.8588639656399992e-03, 2.8112737585100001e-01,-4.2191290477099998e-02, 3.8104636525600000e-03,-4.5366115214300003e-04, 2.6168326924099999e-03, 9.9998921331400004e-01
1.3305262674880179e+18, 8.4893300175299998e-03, 3.5499045837400001e-01,-5.3245786613800000e-02,-2.6350957533900002e-03, 9.0752629179300000e-03, 1.7781903597700001e-03, 9.9995376588700002e-01
1.3305262680880148e+18, 6.9979799406100001e-03, 4.1187705672500002e-01,-5.9618167693900000e-02,-8.7926198612499999e-03, 1.8468534265700001e-03,-1.0478750799400000e-02, 9.9990473283699999e-01
1.3305262686880151e+18, 1.0318495771400000e-02, 4.8091409277000002e-01,-6.8040928030599995e-02,-1.9910675694800001e-03,-9.3031930581899992e-03,-1.1950918598499999e-02, 9.9988332409000003e-01
1.3305262692880131e+18, 1.0292559812800001e-02, 5.3893964671100003e-01,-7.8447995184000002e-02,-7.9507614700799999e-03,-1.7963386524300001e-02, 4.1052571597299997e-02, 9.9896385745500005e-01
1.3305262698880100e+18, 1.7768894806299999e-02, 6.0704462914199997e-01,-8.4584639671200001e-02,-5.3478746822500003e-03,-8.4442975724700001e-03, 3.9427263822599999e-02, 9.9917245005199995e-01
1.3305262704880090e+18, 1.1792332412300001e-02, 6.8627210065300004e-01,-9.4618283863400002e-02,-1.7181479101299999e-02, 4.4342799958999998e-03, 1.7455453416400001e-02, 9.9969017254500003e-01
1.3305262710880061e+18, 1.6048775201700002e-02, 7.8730488131300003e-01,-1.0236522813200000e-01,-7.1328402093800000e-03, 1.4043910001599999e-03,-1.3028750347799999e-02, 9.9988869477599995e-01
1.3305262715880038e+18, 1.3093543757900000e-03, 8.5976564053299998e-01,-1.0867306194600000e-01,-7.4434663179999997e-03, 3.5397396398999998e-03,-4.9416012265600003e-02, 9.9874427296699997e-01
1.3305262720880028e+18,-8.9901592986699999e-04, 9.3255725535099998e-01,-1.1459846550400000e-01,-1.6469651126200000e-02,-2.6850827466600000e-03,-7.5139296119699994e-02, 9.9703341323200001e-01
1.3305262725880010e+18, 5.8853418601399997e-03, 1.0064444174400000e+00,-1.2265695315300000e-01,-1.8403341730700001e-02,-2.0820649170400000e-02,-2.9170954514100001e-02, 9.9918810691200000e-01
1.3305262731880000e+18, 1.0118177718400000e-02, 1.0754555910700001e+00,-1.3621952112100000e-01,-6.7061904894600002e-03,-2.8743455361600001e-02,-7.3947268118000004e-03, 9.9953697220200000e-01
1.3305262736879980e+18, 1.2376616324600000e-02, 1.1205903486300000e+00,-1.5045726214399999e-01,-2.0066506517000000e-02,-2.2058825996600001e-02, 4.4354716560100003e-02, 9.9857067983699999e-01
1.3305262742879962e+18, 5.0882473576499998e-02, 1.1591658557000000e+00,-1.6026732702900001e-01,-2.3557402642499999e-02,-1.2589883760499999e-02, 8.0285882606699999e-02, 9.9641393038299997e-01
1.3305262748879941e+18, 4.9483554132000000e-02, 1.2034445956299999e+00,-1.8415043495899999e-01,-1.3814999142900001e-02, 1.7743292109900000e-02, 7.1785440704900005e-02, 9.9716657178599999e-01
1.3305262754879931e+18, 5.0302209750799999e-02, 1.2610887838900000e+00,-2.0397018768899999e-01,-2.7311222679300001e-02, 5.1370312464799998e-03, 1.1283630435600001e-01, 9.9322488714500001e-01
1.3305262760879900e+18, 5.6852909418899998e-02, 1.3054312876700001e+00,-2.1335079783499999e-01,-1.0996177871500000e-02, 4.3666375829599997e-05, 1.8703630792000001e-01, 9.8229145455199995e-01
1.3305262766879890e+18, 5.8946638664100000e-02, 1.3423768827100000e+00,-2.1619212531400001e-01, 3.1900888387699998e-03, 2.7992520825600001e-02, 2.7013980386100001e-01, 9.6240881567100001e-01
1.3305262777879849e+18, 5.1553639827200001e-02, 1.4229319604399999e+00,-2.2925955034699999e-01,-1.1147580490600001e-02, 5.7593751242600001e-02, 3.0684752424400003e-01, 9.4994909765299995e-01
1.3305262783879828e+18, 5.1555753559099998e-02, 1.4530510235900000e+00,-2.3690527476699999e-01, 1.0428066927899999e-03, 4.6045473837400000e-02, 2.7405431218699999e-01, 9.6061072285600002e-01
1.3305262804879770e+18, 8.9862587785100000e-03, 1.5577121801400000e+00,-2.5813922150200003e-01,-7.6810399761500000e-03, 1.3731289779400000e-02, 7.7060167290099998e-02, 9.9690229407099995e-01
