1330526365987704064,1330526316987860992,0.429879,-0.041129,-0.015206,0.012133,0.134420,0.983218,-0.122741
1330526372087683840,1330526310387880960,0.255852,-0.326877,0.015743,0.032125,0.119177,0.900062,0.417916
1330526378987661824,1330526372087683840,-0.258681,-0.093769,0.000810,-0.037097,-0.097007,-0.647718,0.754768
1330526422087524864,1330526405287577856,0.374768,-0.224997,0.011506,0.007364,0.130835,0.946453,-0.295051
1330526313687869952,1330526307087891968,-0.180074,-0.393129,0.088478,-0.017256,-0.024539,-0.410850,0.911209
1330526359687723008,1330526323487838976,0.546830,-0.285820,0.072562,-0.034674,0.145685,0.988303,0.028820
1330526408987566848,1330526350187752960,0.144977,-0.352772,0.075262,-0.015965,0.152460,0.920042,-0.360589
1330526422087524864,1330526405287577856,0.374768,-0.224997,0.011506,0.007364,0.130835,0.946453,-0.295051
1330526497287286016,1330526489987309056,-0.020562,-0.231756,0.048402,-0.001942,0.000334,0.003648,0.999991
1330526428287503872,1330526398487598848,0.179614,-0.052052,0.025122,-0.012254,0.148896,0.963480,-0.222231
1330526456987414784,1330526385087641856,0.845873,-0.441001,0.146546,0.037134,-0.158162,-0.754752,0.635575
